month_year,zip,park_n_rec_event_count(0-3),park_n_rec_event_count(4-6),park_n_rec_event_count(7-9),park_n_rec_event_count(>9),eviction_count(0-8),eviction_count(9-16),eviction_count(17-24),eviction_count(>24),building_complaint_count(0-34),building_complaint_count(35-68),building_complaint_count(69-102),building_complaint_count(>102),construction_job_count(0-45),construction_job_count(46-90),construction_job_count(91-135),construction_job_count(>135),car_accident_count(0-26),car_accident_count(27-52),car_accident_count(53-78),car_accident_count(>78)
2018-03,11426,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
2018-03,11434,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
2018-03,11434,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
2018-03,11435,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
2018-03,11435,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
2018-04,10001,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
2018-04,10002,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
2018-04,10003,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
2018-04,10007,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
2018-04,10009,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
2018-04,10009,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
2018-04,10010,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
2018-04,10011,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
2018-04,10014,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
2018-04,10018,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
2018-04,10019,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
2018-04,10021,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
2018-04,10023,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
2018-04,10027,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
2018-04,10030,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
2018-04,10032,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
2018-04,10033,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
2018-04,10033,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
2018-04,10035,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
2018-04,10037,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
2018-04,10038,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
2018-04,10040,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
2018-04,10301,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
2018-04,10302,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
2018-04,10305,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
2018-04,10306,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2018-04,10310,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2018-04,10312,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2018-04,10314,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
2018-04,10451,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
2018-04,10452,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
2018-04,10454,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
2018-04,10456,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
2018-04,10457,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
2018-04,10459,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
2018-04,10460,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
2018-04,10460,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
2018-04,10462,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
2018-04,10462,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
2018-04,10464,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
2018-04,10465,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
2018-04,10466,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
2018-04,10467,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
2018-04,10467,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
2018-04,10468,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
2018-04,10471,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
2018-04,10473,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
2018-04,10473,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
2018-04,10475,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2018-04,11101,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
2018-04,11102,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
2018-04,11106,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
2018-04,11201,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
2018-04,11203,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
2018-04,11206,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
2018-04,11207,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
2018-04,11208,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
2018-04,11210,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
2018-04,11211,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
2018-04,11212,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
2018-04,11212,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
2018-04,11215,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
2018-04,11216,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
2018-04,11216,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2018-04,11218,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2018-04,11218,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2018-04,11220,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2018-04,11220,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
2018-04,11221,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
2018-04,11221,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
2018-04,11222,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2018-04,11225,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
2018-04,11231,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2018-04,11232,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
2018-04,11232,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2018-04,11234,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2018-04,11234,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2018-04,11235,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
2018-04,11236,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
2018-04,11238,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
2018-04,11238,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2018-04,11354,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
2018-04,11355,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
2018-04,11355,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
2018-04,11363,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
2018-04,11364,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
2018-04,11364,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
2018-04,11367,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2018-04,11368,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
2018-04,11368,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
2018-04,11375,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2018-04,11421,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
2018-04,11422,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2018-04,11434,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2018-04,11434,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2018-04,11435,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
2018-04,11691,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
2018-04,11694,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
2018-05,10001,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
2018-05,10002,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
2018-05,10003,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
2018-05,10007,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
2018-05,10009,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
2018-05,10009,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
2018-05,10011,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
2018-05,10012,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
2018-05,10014,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
2018-05,10014,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
2018-05,10017,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2018-05,10018,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2018-05,10021,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
2018-05,10023,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
2018-05,10023,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
2018-05,10024,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
2018-05,10025,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
2018-05,10027,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
2018-05,10029,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
2018-05,10031,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
2018-05,10032,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
2018-05,10033,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
2018-05,10033,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
2018-05,10035,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
2018-05,10037,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
2018-05,10039,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
2018-05,10040,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
2018-05,10128,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
2018-05,10128,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
2018-05,10301,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
2018-05,10305,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2018-05,10306,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
2018-05,10308,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
2018-05,10310,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
2018-05,10314,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
2018-05,10314,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
2018-05,10451,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
2018-05,10452,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
2018-05,10454,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2018-05,10454,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
2018-05,10455,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
2018-05,10456,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
2018-05,10457,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
2018-05,10458,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
2018-05,10460,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
2018-05,10460,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
2018-05,10463,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
2018-05,10464,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
2018-05,10467,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
2018-05,10468,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
2018-05,10471,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
2018-05,10473,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
2018-05,10475,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
2018-05,11101,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2018-05,11101,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
2018-05,11106,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
2018-05,11201,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2018-05,11201,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
2018-05,11203,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
2018-05,11206,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
2018-05,11207,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
2018-05,11210,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
2018-05,11212,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
2018-05,11213,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
2018-05,11215,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
2018-05,11216,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2018-05,11216,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
2018-05,11220,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
2018-05,11221,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
2018-05,11221,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
2018-05,11222,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2018-05,11224,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
2018-05,11225,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
2018-05,11226,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
2018-05,11231,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2018-05,11232,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2018-05,11232,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2018-05,11234,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
2018-05,11237,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2018-05,11238,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2018-05,11249,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2018-05,11354,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2018-05,11354,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2018-05,11355,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2018-05,11355,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
2018-05,11358,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
2018-05,11358,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2018-05,11360,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
2018-05,11364,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
2018-05,11364,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
2018-05,11367,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
2018-05,11367,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2018-05,11368,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
2018-05,11370,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
2018-05,11373,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2018-05,11373,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
2018-05,11374,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
2018-05,11374,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
2018-05,11413,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
2018-05,11417,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2018-05,11417,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2018-05,11418,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2018-05,11419,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2018-05,11419,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
2018-05,11420,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2018-05,11420,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2018-05,11421,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
2018-05,11421,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
2018-05,11422,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
2018-05,11426,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
2018-05,11426,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
2018-05,11432,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2018-05,11432,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
2018-05,11433,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
2018-05,11433,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2018-05,11434,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
2018-05,11434,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
2018-05,11435,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2018-05,11694,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
2018-06,10001,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2018-06,10002,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2018-06,10002,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
2018-06,10003,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
2018-06,10007,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
2018-06,10007,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
2018-06,10009,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
2018-06,10009,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
2018-06,10010,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
2018-06,10010,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
2018-06,10011,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
2018-06,10012,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
2018-06,10014,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
2018-06,10018,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
2018-06,10019,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
2018-06,10021,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
2018-06,10022,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2018-06,10022,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
2018-06,10023,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
2018-06,10025,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
2018-06,10026,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
2018-06,10027,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
2018-06,10027,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
2018-06,10029,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
2018-06,10029,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
2018-06,10031,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
2018-06,10032,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
2018-06,10033,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
2018-06,10034,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
2018-06,10035,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
2018-06,10037,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
2018-06,10040,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
2018-06,10065,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2018-06,10128,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
2018-06,10128,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
2018-06,10301,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
2018-06,10305,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
2018-06,10305,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2018-06,10306,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2018-06,10309,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
2018-06,10312,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
2018-06,10314,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
2018-06,10314,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
2018-06,10451,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
2018-06,10452,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0
2018-06,10454,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
2018-06,10456,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
2018-06,10458,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
2018-06,10459,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
2018-06,10460,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
2018-06,10463,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
2018-06,10467,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
2018-06,10468,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
2018-06,10471,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
2018-06,10473,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
2018-06,10474,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2018-06,10475,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2018-06,11101,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2018-06,11101,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
2018-06,11102,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
2018-06,11103,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
2018-06,11103,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
2018-06,11106,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
2018-06,11106,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
